OrderNumber,OrderDate,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Regoin_index,Product_Index,Product_Quantity,Unit_Price,Line_Total,Total_Unit_Cost
SO - 004236,8/29/2021,10,Wholesale,USD,NXH382,138,5,12,713.96,8567.52,1124.07
SO - 004237,2/1/2021,12,Distributor,USD,AXW291,662,22,1,4824.02,4824.02,632.92
SO - 004238,11/4/2021,22,Export,USD,GUT930,243,19,6,2360.3,14161.8,1858.04
SO - 004239,4/12/2022,22,Wholesale,USD,AXW291,833,17,10,2676.93,26769.3,3512.16
SO - 004240,5/28/2021,21,Export,USD,GUT930,336,14,14,3826.88,53576.32,7029.27
SO - 004241,9/29/2021,6,Wholesale,USD,NXH382,818,3,8,1133.05,9064.4,1189.26
SO - 004242,12/18/2021,8,Export,USD,NXH382,82,15,2,2729.76,5459.52,716.29
SO - 004243,6/9/2021,22,Export,USD,GUT930,815,4,9,3070.26,27632.34,3625.39
SO - 004244,1/6/2021,8,Distributor,USD,NXH382,258,5,10,2826.44,28264.4,3708.32
SO - 004245,1/20/2022,11,Export,USD,GUT930,467,11,1,175.79,175.79,23.06
SO - 004246,11/1/2021,19,Distributor,USD,FLR025,860,10,15,455.26,6828.9,895.96
SO - 004247,10/2/2021,7,Distributor,USD,NXH382,522,23,15,4037.83,60567.45,7946.51
SO - 004248,8/14/2021,13,Export,USD,AXW291,294,18,1,4947.22,4947.22,649.08
SO - 004249,10/16/2021,13,Export,USD,FLR025,107,28,11,3461.21,38073.31,4995.26
SO - 004250,11/16/2021,3,Export,USD,AXW291,765,21,5,795.25,3976.25,521.69
SO - 004251,10/8/2021,17,Wholesale,USD,FLR025,254,29,8,4949.63,39597.04,5195.17
SO - 004252,7/22/2021,11,Wholesale,USD,FLR025,311,20,8,1536.82,12294.56,1613.06
SO - 004253,11/4/2021,11,Wholesale,USD,GUT930,480,18,5,971.77,4858.85,637.49
SO - 004254,7/22/2021,13,Wholesale,USD,GUT930,505,28,5,3874.9,19374.5,2541.95
SO - 004255,4/7/2021,24,Distributor,USD,NXH382,547,10,1,1542.16,1542.16,202.33
SO - 004256,5/17/2021,20,Wholesale,USD,FLR025,998,24,5,4763.55,23817.75,3124.91
SO - 004257,6/17/2021,22,Wholesale,USD,FLR025,485,21,13,3870.25,50313.25,6601.15
SO - 004258,6/12/2021,16,Export,USD,GUT930,70,25,2,2293.73,4587.46,601.88
SO - 004259,1/22/2022,5,Export,USD,AXW291,408,14,7,1010.46,7073.22,928.01
SO - 004260,5/6/2022,5,Wholesale,USD,FLR025,887,1,3,2649.28,7947.84,1042.76
SO - 004261,5/9/2021,15,Wholesale,USD,AXW291,781,30,9,2870.5,25834.5,3389.51
SO - 004262,5/20/2021,4,Wholesale,USD,GUT930,635,2,7,1724.47,12071.29,1583.77
SO - 004263,2/22/2021,17,Distributor,USD,FLR025,96,18,15,115.9,1738.5,228.09
SO - 004264,5/10/2021,4,Distributor,USD,FLR025,311,23,14,612.48,8574.72,1125.01
SO - 004265,5/23/2021,10,Wholesale,USD,GUT930,960,2,9,2345.45,21109.05,2769.53
SO - 004266,5/17/2021,17,Distributor,USD,GUT930,427,3,6,1362.8,8176.8,1072.8
SO - 004267,6/13/2021,12,Export,USD,GUT930,184,11,12,3562.28,42747.36,5608.5
SO - 004268,1/14/2021,15,Wholesale,USD,NXH382,41,27,4,1477.07,5908.28,775.17
SO - 004269,3/13/2021,20,Wholesale,USD,GUT930,783,29,5,4241.41,21207.05,2782.39
SO - 004270,2/14/2021,10,Distributor,USD,FLR025,137,28,3,3541.31,10623.93,1393.87
SO - 004271,12/22/2021,17,Export,USD,GUT930,571,1,1,3532.97,3532.97,463.53
SO - 004272,4/28/2022,25,Wholesale,USD,GUT930,916,15,11,1575.55,17331.05,2273.85
SO - 004273,1/9/2022,22,Export,USD,NXH382,284,18,12,3414.61,40975.32,5376
SO - 004274,2/27/2022,14,Distributor,USD,FLR025,682,18,15,4695.02,70425.3,9239.87
SO - 004275,5/2/2021,4,Wholesale,USD,NXH382,858,20,8,3521.11,28168.88,3695.79
SO - 004276,11/27/2021,1,Distributor,USD,NXH382,667,10,2,2439.12,4878.24,640.03
SO - 004277,2/14/2021,18,Wholesale,USD,NXH382,919,2,6,805.97,4835.82,634.46
SO - 004278,8/19/2021,7,Export,USD,GUT930,682,17,6,2683.58,16101.48,2112.53
SO - 004279,6/14/2021,9,Wholesale,USD,AXW291,648,30,10,515.26,5152.6,676.03
SO - 004280,3/28/2021,7,Wholesale,USD,GUT930,19,4,7,1313.79,9196.53,1206.59
SO - 004281,1/3/2021,25,Wholesale,USD,FLR025,568,3,11,1076.02,11836.22,1552.92
SO - 004282,5/5/2022,25,Export,USD,NXH382,608,29,13,3290.7,42779.1,5612.66
SO - 004283,4/23/2021,8,Export,USD,FLR025,89,9,6,3049.83,18298.98,2400.84
SO - 004284,3/18/2021,16,Distributor,USD,AXW291,823,18,9,1510.02,13590.18,1783.05
SO - 004285,1/2/2022,2,Distributor,USD,GUT930,129,26,8,3043.66,24349.28,3194.65
SO - 004286,3/21/2021,23,Wholesale,USD,GUT930,166,11,7,2018.66,14130.62,1853.95
SO - 004287,12/28/2021,4,Export,USD,FLR025,64,25,15,2390.34,35855.1,4704.23
SO - 004288,3/16/2022,7,Export,USD,GUT930,953,21,4,4364.54,17458.16,2290.53
SO - 004289,1/8/2022,16,Wholesale,USD,NXH382,339,22,10,2135.85,21358.5,2802.26
SO - 004290,3/31/2021,10,Export,USD,NXH382,336,15,13,4035.49,52461.37,6882.98
SO - 004291,8/11/2021,13,Export,USD,FLR025,474,6,14,353.4,4947.6,649.13
SO - 004292,9/13/2021,7,Distributor,USD,FLR025,946,4,9,4513.83,40624.47,5329.97
SO - 004293,1/23/2022,3,Distributor,USD,FLR025,683,15,9,2324.97,20924.73,2745.35
SO - 004294,6/24/2021,10,Export,USD,AXW291,210,17,6,1346.54,8079.24,1060
SO - 004295,1/27/2021,21,Export,USD,AXW291,607,4,14,2292.58,32096.12,4211.04
SO - 004296,1/14/2021,4,Wholesale,USD,NXH382,882,20,8,3522.13,28177.04,3696.86
SO - 004297,4/4/2021,13,Wholesale,USD,NXH382,646,14,14,4205.7,58879.8,7725.09
SO - 004298,1/9/2022,11,Export,USD,GUT930,685,17,2,1088.79,2177.58,285.7
SO - 004299,8/12/2021,19,Wholesale,USD,GUT930,611,21,2,4718.42,9436.84,1238.12
SO - 004300,11/17/2021,1,Export,USD,FLR025,908,12,10,2531.78,25317.8,3321.72
SO - 004301,4/19/2022,24,Export,USD,FLR025,757,27,4,4441.36,17765.44,2330.84
SO - 004302,4/6/2021,7,Distributor,USD,AXW291,126,13,13,1660.78,21590.14,2832.65
SO - 004303,10/2/2021,20,Distributor,USD,NXH382,839,5,14,1520.74,21290.36,2793.32
SO - 004304,2/11/2022,5,Wholesale,USD,GUT930,272,13,7,1324.95,9274.65,1216.84
SO - 004305,10/5/2021,15,Wholesale,USD,GUT930,767,10,15,2822.17,42332.55,5554.07
SO - 004306,4/17/2021,3,Export,USD,FLR025,289,23,1,3136.1,3136.1,411.46
SO - 004307,11/10/2021,14,Wholesale,USD,AXW291,932,15,10,2248.35,22483.5,2949.86
SO - 004308,6/20/2021,15,Wholesale,USD,NXH382,813,16,11,400.98,4410.78,578.7
SO - 004309,9/3/2021,12,Wholesale,USD,FLR025,943,21,2,178.62,357.24,46.87
SO - 004310,7/4/2021,16,Distributor,USD,AXW291,903,17,1,1489.88,1489.88,195.47
SO - 004311,11/3/2021,4,Wholesale,USD,NXH382,457,1,11,3850.87,42359.57,5557.62
SO - 004312,2/7/2021,6,Wholesale,USD,FLR025,714,14,4,2542.1,10168.4,1334.1
SO - 004313,1/25/2021,3,Export,USD,FLR025,64,24,2,4027.33,8054.66,1056.78
SO - 004314,7/25/2021,7,Wholesale,USD,FLR025,806,15,5,4729.17,23645.85,3102.36
SO - 004315,2/3/2022,1,Wholesale,USD,GUT930,733,17,1,3904.21,3904.21,512.24
SO - 004316,4/7/2021,13,Export,USD,FLR025,942,1,15,550.06,8250.9,1082.53
SO - 004317,1/4/2021,11,Wholesale,USD,FLR025,967,24,1,4941.19,4941.19,648.29
SO - 004318,10/17/2021,24,Export,USD,AXW291,697,15,12,1533.64,18403.68,2414.58
SO - 004319,8/31/2021,24,Distributor,USD,FLR025,940,30,13,534.7,6951.1,911.99
SO - 004320,4/27/2022,3,Export,USD,GUT930,526,25,15,1941.39,29120.85,3820.68
SO - 004321,9/29/2021,24,Distributor,USD,FLR025,928,6,3,2583.25,7749.75,1016.78
SO - 004322,2/27/2021,2,Export,USD,FLR025,589,27,1,1965.89,1965.89,257.93
SO - 004323,10/27/2021,20,Wholesale,USD,GUT930,87,29,4,2731.86,10927.44,1433.69
SO - 004324,2/9/2022,14,Distributor,USD,NXH382,108,26,8,4868.43,38947.44,5109.94
SO - 004325,1/11/2022,24,Wholesale,USD,NXH382,113,13,9,186.71,1680.39,220.47
SO - 004326,11/26/2021,9,Distributor,USD,AXW291,597,7,8,2572.63,20581.04,2700.25
SO - 004327,9/13/2021,25,Wholesale,USD,GUT930,545,9,13,1680.84,21850.92,2866.86
SO - 004328,9/7/2021,22,Wholesale,USD,GUT930,194,7,15,2165.48,32482.2,4261.7
SO - 004329,3/29/2022,17,Distributor,USD,AXW291,709,6,4,1438.21,5752.84,754.78
SO - 004330,3/6/2022,10,Export,USD,AXW291,447,6,1,2479.93,2479.93,325.37
SO - 004331,3/1/2021,8,Distributor,USD,NXH382,899,17,10,4625.47,46254.7,6068.66
SO - 004332,4/30/2022,11,Wholesale,USD,GUT930,981,10,12,2713.71,32564.52,4272.5
SO - 004333,6/19/2021,18,Export,USD,NXH382,510,25,10,4859.02,48590.2,6375.08
SO - 004334,5/13/2022,3,Export,USD,GUT930,781,4,12,2448.57,29382.84,3855.06
SO - 004335,8/10/2021,4,Distributor,USD,FLR025,266,27,5,718.33,3591.65,471.23
SO - 004336,9/27/2021,11,Export,USD,NXH382,734,12,14,2784.82,38987.48,5115.2
SO - 004337,9/12/2021,24,Distributor,USD,GUT930,549,7,7,3120.21,21841.47,2865.62
SO - 004338,6/23/2021,21,Wholesale,USD,FLR025,618,13,6,865.64,5193.84,681.44
SO - 004339,3/2/2022,18,Export,USD,AXW291,293,9,7,4048.91,28342.37,3718.55
SO - 004340,1/29/2022,1,Distributor,USD,AXW291,568,18,10,2539.74,25397.4,3332.16
SO - 004341,12/14/2021,9,Export,USD,FLR025,495,15,13,3642.67,47354.71,6212.99
SO - 004342,11/20/2021,17,Export,USD,GUT930,911,28,8,2095.08,16760.64,2199.01
SO - 004343,3/5/2021,13,Export,USD,AXW291,283,20,6,3378.88,20273.28,2659.87
SO - 004344,11/28/2021,9,Distributor,USD,AXW291,290,25,15,4498.2,67473,8852.53
SO - 004345,3/16/2021,16,Export,USD,AXW291,731,30,10,1934.25,19342.5,2537.76
SO - 004346,2/19/2022,22,Export,USD,AXW291,491,12,10,3223.07,32230.7,4228.7
SO - 004347,3/13/2021,25,Wholesale,USD,GUT930,251,7,4,738.97,2955.88,387.81
SO - 004348,12/17/2021,4,Wholesale,USD,GUT930,975,21,2,231.7,463.4,60.8
SO - 004349,9/7/2021,14,Wholesale,USD,NXH382,653,11,14,4591.63,64282.82,8433.97
SO - 004350,5/24/2021,22,Export,USD,GUT930,629,5,1,3276.4,3276.4,429.87
SO - 004351,4/26/2022,15,Distributor,USD,FLR025,720,3,3,2329.85,6989.55,917.04
SO - 004352,5/11/2021,23,Wholesale,USD,NXH382,339,29,1,2601.11,2601.11,341.27
SO - 004353,6/10/2021,15,Wholesale,USD,AXW291,23,22,12,2638.63,31663.56,4154.29
SO - 004354,4/1/2022,15,Wholesale,USD,AXW291,575,7,12,1879.88,22558.56,2959.71
SO - 004355,4/8/2022,15,Export,USD,NXH382,893,27,4,170.79,683.16,89.63
SO - 004356,1/27/2022,13,Export,USD,AXW291,782,9,7,4151.4,29059.8,3812.68
SO - 004357,5/14/2022,21,Export,USD,GUT930,483,19,1,4282.81,4282.81,561.91
SO - 004358,1/23/2022,8,Distributor,USD,NXH382,563,4,12,2308.52,27702.24,3634.56
SO - 004359,1/1/2022,9,Wholesale,USD,NXH382,814,7,13,4655.56,60522.28,7940.58
SO - 004360,11/29/2021,19,Wholesale,USD,NXH382,605,8,7,286.02,2002.14,262.68
SO - 004361,12/12/2021,21,Distributor,USD,FLR025,646,16,1,3227.24,3227.24,423.42
SO - 004362,9/26/2021,8,Distributor,USD,AXW291,497,28,11,1621.4,17835.4,2340.02
SO - 004363,4/21/2021,4,Wholesale,USD,AXW291,721,18,8,797.96,6383.68,837.55
SO - 004364,8/28/2021,1,Distributor,USD,GUT930,81,13,1,1643.64,1643.64,215.65
SO - 004365,7/3/2021,24,Export,USD,FLR025,924,10,7,3538.53,24769.71,3249.81
SO - 004366,8/5/2021,17,Distributor,USD,NXH382,347,23,14,3440.84,48171.76,6320.18
SO - 004367,10/21/2021,7,Distributor,USD,FLR025,552,3,12,3433.39,41200.68,5405.57
SO - 004368,7/11/2021,12,Wholesale,USD,AXW291,794,12,14,4856.46,67990.44,8920.41
SO - 004369,9/18/2021,14,Wholesale,USD,AXW291,869,7,1,226.88,226.88,29.77
SO - 004370,9/23/2021,9,Export,USD,AXW291,588,7,13,958.14,12455.82,1634.22
SO - 004371,4/17/2022,16,Wholesale,USD,FLR025,788,13,12,990.16,11881.92,1558.92
SO - 004372,2/13/2021,23,Wholesale,USD,FLR025,363,16,8,207.53,1660.24,217.83
SO - 004373,7/19/2021,24,Distributor,USD,AXW291,133,1,8,302.53,2420.24,317.54
SO - 004374,4/15/2021,5,Export,USD,NXH382,892,5,11,2309.02,25399.22,3332.4
SO - 004375,10/25/2021,5,Distributor,USD,FLR025,921,2,9,2961.85,26656.65,3497.38
SO - 004376,1/6/2021,22,Wholesale,USD,NXH382,998,6,12,1672.32,20067.84,2632.92
SO - 004377,1/15/2021,1,Wholesale,USD,NXH382,934,14,8,3276.67,26213.36,3439.22
SO - 004378,2/18/2021,22,Distributor,USD,NXH382,581,10,12,2816.84,33802.08,4434.87
SO - 004379,6/14/2021,24,Export,USD,NXH382,91,1,11,2014.02,22154.22,2906.66
SO - 004380,8/30/2021,18,Wholesale,USD,FLR025,294,11,1,562.69,562.69,73.83
SO - 004381,7/8/2021,8,Distributor,USD,GUT930,375,15,10,2011.61,20116.1,2639.25
SO - 004382,5/17/2021,21,Wholesale,USD,FLR025,575,4,6,3960.73,23764.38,3117.91
SO - 004383,8/14/2021,9,Distributor,USD,NXH382,192,13,3,195.8,587.4,77.07
SO - 004384,5/3/2021,23,Export,USD,NXH382,751,4,3,1193.9,3581.7,469.92
SO - 004385,7/19/2021,2,Export,USD,NXH382,212,3,6,772.23,4633.38,607.9
SO - 004386,4/27/2021,18,Wholesale,USD,GUT930,832,1,12,140.21,1682.52,220.75
SO - 004387,2/17/2022,20,Export,USD,NXH382,338,25,10,2874.16,28741.6,3770.93
SO - 004388,8/26/2021,10,Wholesale,USD,FLR025,773,2,7,4546.25,31823.75,4175.31
SO - 004389,9/3/2021,15,Export,USD,FLR025,244,24,10,4145.36,41453.6,5438.75
SO - 004390,11/29/2021,23,Export,USD,NXH382,82,28,1,3950.29,3950.29,518.28
SO - 004391,7/14/2021,15,Wholesale,USD,GUT930,631,24,9,4181.49,37633.41,4937.54
SO - 004392,1/1/2021,12,Wholesale,USD,AXW291,317,23,3,3139.96,9419.88,1235.9
SO - 004393,2/27/2021,19,Distributor,USD,FLR025,186,24,13,549.18,7139.34,936.69
SO - 004394,4/19/2022,3,Wholesale,USD,GUT930,938,28,11,1431.06,15741.66,2065.32
SO - 004395,11/28/2021,23,Wholesale,USD,NXH382,602,28,8,4939.85,39518.8,5184.91
SO - 004396,6/9/2021,4,Wholesale,USD,FLR025,56,24,9,3623.88,32614.92,4279.11
SO - 004397,6/10/2021,25,Export,USD,GUT930,804,1,3,4732.64,14197.92,1862.78
SO - 004398,4/22/2021,24,Export,USD,GUT930,167,19,7,2589.53,18126.71,2378.24
SO - 004399,2/12/2021,1,Export,USD,FLR025,363,22,11,2872.58,31598.38,4145.74
SO - 004400,12/4/2021,13,Export,USD,NXH382,359,14,8,3924.34,31394.72,4119.02
SO - 004401,3/16/2021,3,Wholesale,USD,AXW291,137,10,11,3899.19,42891.09,5627.35
SO - 004402,3/17/2022,2,Wholesale,USD,AXW291,295,15,11,2995.4,32949.4,4322.99
SO - 004403,8/3/2021,8,Export,USD,GUT930,471,12,10,1629.93,16299.3,2138.48
SO - 004404,11/2/2021,1,Wholesale,USD,AXW291,901,18,8,444.43,3555.44,466.48
SO - 004405,7/22/2021,7,Export,USD,FLR025,875,16,2,1966.24,3932.48,515.95
SO - 004406,7/5/2021,21,Export,USD,NXH382,151,30,13,1664.24,21635.12,2838.55
SO - 004407,9/23/2021,16,Distributor,USD,GUT930,911,28,6,1148.12,6888.72,903.81
SO - 004408,2/28/2021,16,Wholesale,USD,AXW291,963,9,14,1010.68,14149.52,1856.43
SO - 004409,10/28/2021,25,Wholesale,USD,GUT930,474,17,6,3430.89,20585.34,2700.82
SO - 004410,2/21/2022,13,Export,USD,NXH382,984,14,6,817.65,4905.9,643.66
SO - 004411,10/25/2021,8,Distributor,USD,AXW291,683,12,14,1127.06,15778.84,2070.2
SO - 004412,6/27/2021,10,Wholesale,USD,FLR025,285,3,15,159.82,2397.3,314.53
SO - 004413,6/27/2021,17,Wholesale,USD,AXW291,310,1,4,1035.98,4143.92,543.69
SO - 004414,11/14/2021,22,Export,USD,GUT930,905,26,1,4304.6,4304.6,564.77
SO - 004415,12/8/2021,24,Wholesale,USD,AXW291,164,5,8,284.46,2275.68,298.57
SO - 004416,6/1/2021,2,Export,USD,GUT930,380,12,2,4479.64,8959.28,1175.47
SO - 004417,9/17/2021,15,Distributor,USD,AXW291,505,6,1,2688.89,2688.89,352.79
SO - 004418,10/5/2021,3,Export,USD,NXH382,366,15,10,4859.86,48598.6,6376.19
SO - 004419,2/18/2021,15,Wholesale,USD,NXH382,279,10,1,3813.95,3813.95,500.39
SO - 004420,4/25/2021,23,Wholesale,USD,FLR025,410,27,7,1316.51,9215.57,1209.09
SO - 004421,6/7/2021,21,Distributor,USD,NXH382,15,13,2,4464.77,8929.54,1171.56
SO - 004422,4/22/2022,4,Export,USD,NXH382,886,10,8,2524.93,20199.44,2650.19
SO - 004423,1/4/2021,11,Wholesale,USD,AXW291,320,6,3,3296.2,9888.6,1297.39
SO - 004424,5/15/2022,15,Export,USD,AXW291,162,7,2,848,1696,222.52
SO - 004425,3/19/2022,2,Distributor,USD,FLR025,662,6,8,785.47,6283.76,824.44
SO - 004426,3/12/2022,4,Export,USD,AXW291,592,30,13,3815.97,49607.61,6508.57
SO - 004427,5/20/2021,8,Wholesale,USD,GUT930,642,28,7,1557.9,10905.3,1430.79
SO - 004428,1/27/2021,19,Wholesale,USD,AXW291,850,8,15,2006.56,30098.4,3948.94
SO - 004429,5/20/2021,3,Wholesale,USD,GUT930,768,21,2,1292.84,2585.68,339.24
SO - 004430,5/1/2021,11,Distributor,USD,GUT930,375,30,3,932.52,2797.56,367.04
SO - 004431,7/22/2021,19,Distributor,USD,NXH382,301,11,10,356.88,3568.8,468.23
SO - 004432,10/1/2021,1,Distributor,USD,GUT930,790,24,10,1667.21,16672.1,2187.4
SO - 004433,8/20/2021,13,Wholesale,USD,NXH382,702,22,15,1197.99,17969.85,2357.66
SO - 004434,4/5/2021,18,Export,USD,FLR025,179,3,2,2028.9,4057.8,532.39
SO - 004435,7/21/2021,3,Export,USD,FLR025,318,8,13,689.98,8969.74,1176.84
SO - 004436,1/29/2021,23,Export,USD,NXH382,85,7,4,4883.19,19532.76,2562.72
SO - 004437,3/9/2022,14,Export,USD,GUT930,752,4,6,4617.28,27703.68,3634.75
SO - 004438,6/19/2021,8,Export,USD,GUT930,50,3,7,3299.59,23097.13,3030.37
SO - 004439,1/3/2021,14,Distributor,USD,GUT930,585,24,14,2736.94,38317.16,5027.25
SO - 004440,4/4/2021,11,Export,USD,GUT930,747,16,6,433.65,2601.9,341.37
SO - 004441,10/23/2021,22,Distributor,USD,GUT930,700,13,6,3660.16,21960.96,2881.3
SO - 004442,1/18/2021,19,Distributor,USD,GUT930,519,17,11,2828.1,31109.1,4081.55
SO - 004443,12/8/2021,18,Wholesale,USD,AXW291,628,14,10,2901.76,29017.6,3807.14
SO - 004444,9/29/2021,13,Wholesale,USD,NXH382,175,21,4,230.72,922.88,121.08
SO - 004445,4/3/2021,24,Export,USD,NXH382,505,2,2,435.72,871.44,114.33
SO - 004446,3/28/2021,11,Wholesale,USD,NXH382,51,14,7,3838.34,26868.38,3525.16
SO - 004447,2/6/2022,3,Wholesale,USD,AXW291,873,16,12,1743.64,20923.68,2745.21
SO - 004448,10/24/2021,7,Distributor,USD,AXW291,879,4,5,3612.14,18060.7,2369.58
SO - 004449,1/21/2022,18,Wholesale,USD,NXH382,155,29,11,4779.29,52572.19,6897.52
SO - 004450,8/11/2021,1,Export,USD,AXW291,775,23,5,4454.23,22271.15,2922
SO - 004451,1/29/2022,1,Export,USD,GUT930,545,22,5,4557.07,22785.35,2989.46
SO - 004452,3/3/2022,24,Export,USD,AXW291,989,16,11,2681.8,29499.8,3870.4
SO - 004453,3/22/2021,10,Wholesale,USD,FLR025,271,10,10,3425.56,34255.6,4494.37
SO - 004454,1/11/2021,15,Export,USD,NXH382,726,19,7,2584.3,18090.1,2373.44
SO - 004455,6/2/2021,5,Distributor,USD,AXW291,381,4,2,3438.39,6876.78,902.24
SO - 004456,8/15/2021,20,Distributor,USD,NXH382,421,18,7,1809.77,12668.39,1662.11
SO - 004457,10/21/2021,22,Export,USD,AXW291,617,3,1,2080.99,2080.99,273.03
SO - 004458,1/11/2022,13,Wholesale,USD,GUT930,904,19,12,679.08,8148.96,1069.15
SO - 004459,4/1/2021,21,Wholesale,USD,GUT930,639,8,14,2551.02,35714.28,4685.75
SO - 004460,7/5/2021,5,Wholesale,USD,FLR025,608,20,3,3135.73,9407.19,1234.23
SO - 004461,5/8/2021,21,Distributor,USD,NXH382,707,4,7,2988.04,20916.28,2744.24
SO - 004462,5/10/2022,9,Export,USD,NXH382,325,24,5,3071.5,15357.5,2014.92
SO - 004463,8/14/2021,12,Export,USD,GUT930,263,16,4,3254.54,13018.16,1708
SO - 004464,4/13/2021,7,Export,USD,AXW291,59,28,14,405.24,5673.36,744.35
SO - 004465,7/28/2021,21,Export,USD,AXW291,219,4,13,2411.26,31346.38,4112.68
SO - 004466,2/12/2022,22,Export,USD,FLR025,397,21,1,3978.03,3978.03,521.92
SO - 004467,11/14/2021,23,Export,USD,GUT930,460,26,10,4257.56,42575.6,5585.96
SO - 004468,10/24/2021,23,Wholesale,USD,FLR025,634,23,10,2169.8,21698,2846.8
SO - 004469,2/26/2021,10,Wholesale,USD,GUT930,955,15,2,4533.74,9067.48,1189.66
SO - 004470,1/14/2022,19,Distributor,USD,GUT930,447,20,13,1871.99,24335.87,3192.89
SO - 004471,1/12/2021,3,Wholesale,USD,FLR025,338,11,12,2880.28,34563.36,4534.75
SO - 004472,2/1/2022,1,Distributor,USD,AXW291,962,1,4,1119.26,4477.04,587.39
SO - 004473,12/19/2021,2,Wholesale,USD,FLR025,584,22,7,3949.93,27649.51,3627.64
SO - 004474,8/22/2021,9,Export,USD,FLR025,257,7,14,2639.88,36958.32,4848.97
SO - 004475,4/23/2022,2,Export,USD,NXH382,639,6,2,3019.51,6039.02,792.33
SO - 004476,6/26/2021,6,Wholesale,USD,NXH382,419,27,15,1234.16,18512.4,2428.85
SO - 004477,2/15/2022,16,Export,USD,AXW291,115,29,15,2870.27,43054.05,5648.73
SO - 004478,3/3/2021,23,Export,USD,AXW291,446,13,3,2887.27,8661.81,1136.44
SO - 004479,8/1/2021,2,Wholesale,USD,GUT930,444,24,4,2517.88,10071.52,1321.39
SO - 004480,3/19/2021,12,Export,USD,AXW291,395,6,13,3547.34,46115.42,6050.39
SO - 004481,2/1/2021,6,Distributor,USD,FLR025,124,15,1,1754.03,1754.03,230.13
SO - 004482,3/3/2022,19,Export,USD,GUT930,732,5,3,1539.3,4617.9,605.87
SO - 004483,2/3/2021,24,Distributor,USD,AXW291,790,16,13,2531.66,32911.58,4318.03
SO - 004484,1/27/2022,19,Export,USD,NXH382,995,17,15,614.52,9217.8,1209.38
SO - 004485,9/14/2021,9,Distributor,USD,FLR025,497,26,2,2453.3,4906.6,643.75
SO - 004486,1/19/2021,17,Export,USD,AXW291,365,5,1,3522.53,3522.53,462.16
SO - 004487,1/11/2022,24,Distributor,USD,NXH382,462,17,3,1971.88,5915.64,776.14
SO - 004488,11/30/2021,16,Wholesale,USD,GUT930,698,16,8,125.27,1002.16,131.48
SO - 004489,4/7/2022,6,Wholesale,USD,NXH382,601,9,8,718.4,5747.2,754.04
SO - 004490,2/19/2021,10,Export,USD,FLR025,918,29,8,2218.52,17748.16,2328.58
SO - 004491,8/1/2021,8,Wholesale,USD,AXW291,314,15,12,636.64,7639.68,1002.33
SO - 004492,9/25/2021,7,Wholesale,USD,NXH382,154,22,10,2027.65,20276.5,2660.3
SO - 004493,3/26/2021,22,Distributor,USD,FLR025,187,15,7,2776.47,19435.29,2549.93
SO - 004494,5/14/2022,2,Export,USD,GUT930,748,21,10,1820.24,18202.4,2388.17
SO - 004495,6/1/2021,6,Distributor,USD,FLR025,665,6,8,3283.31,26266.48,3446.19
SO - 004496,1/30/2022,18,Wholesale,USD,FLR025,95,26,8,2496.3,19970.4,2620.14
SO - 004497,5/9/2021,8,Distributor,USD,NXH382,674,8,1,1120.85,1120.85,147.06
SO - 004498,2/23/2021,12,Distributor,USD,GUT930,47,8,4,3982.49,15929.96,2090.03
SO - 004499,6/6/2021,13,Export,USD,AXW291,210,23,7,2624.55,18371.85,2410.41
SO - 004500,3/12/2022,3,Export,USD,AXW291,851,8,8,4863,38904,5104.24
SO - 004501,1/1/2021,15,Distributor,USD,FLR025,550,12,8,4514.52,36116.16,4738.48
SO - 004502,2/1/2021,23,Wholesale,USD,GUT930,852,23,14,4869.64,68174.96,8944.62
SO - 004503,4/14/2021,7,Wholesale,USD,AXW291,168,5,2,1874.34,3748.68,491.83
SO - 004504,4/22/2021,23,Wholesale,USD,FLR025,943,7,10,4619.25,46192.5,6060.5
SO - 004505,7/8/2021,24,Wholesale,USD,NXH382,563,9,9,3621.92,32597.28,4276.8
SO - 004506,1/25/2022,17,Distributor,USD,AXW291,8,26,2,2086.55,4173.1,547.51
SO - 004507,12/23/2021,20,Distributor,USD,GUT930,815,20,14,621.52,8701.28,1141.62
SO - 004508,2/12/2021,22,Wholesale,USD,AXW291,736,12,13,2573.16,33451.08,4388.82
SO - 004509,6/10/2021,2,Export,USD,FLR025,160,29,12,2341.33,28095.96,3686.22
SO - 004510,2/6/2021,7,Distributor,USD,AXW291,800,19,9,417.63,3758.67,493.14
SO - 004511,2/2/2021,13,Distributor,USD,GUT930,250,28,8,3209.12,25672.96,3368.32
SO - 004512,12/28/2021,1,Export,USD,GUT930,375,2,3,2418.92,7256.76,952.09
SO - 004513,1/24/2021,25,Export,USD,NXH382,115,19,1,4943.93,4943.93,648.65
SO - 004514,4/3/2021,17,Wholesale,USD,NXH382,449,28,4,441.75,1767,231.83
SO - 004515,3/23/2021,23,Distributor,USD,AXW291,942,9,7,4406.39,30844.73,4046.86
SO - 004516,2/15/2021,6,Export,USD,NXH382,903,8,1,3037.77,3037.77,398.56
SO - 004517,4/16/2021,12,Wholesale,USD,AXW291,191,17,9,4373.1,39357.9,5163.8
SO - 004518,3/27/2021,15,Distributor,USD,NXH382,533,17,8,2292.91,18343.28,2406.66
