id,name,country,state_code,state,type,latitude,longitude,area_code,population,household,median_in_land,area_water,time_zone
660,Port Brentburgh,Fiji,ND,North Dakota,City,27.1941,-124.0776,816,396936,176729,23024,4.88,Pacific/Los_Angeles
661,Victorburgh,China,AK,Alaska,Town,33.5288,-76.6465,800,447437,161540,132140,3.65,Pacific/Los_Angeles
662,Rodriguezfort,Austria,TN,Tennessee,Town,30.2832,-102.411,804,41019,18692,114640,2.72,Pacific/Los_Angeles
663,Lake Michaelborough,Ecuador,MA,Massachusetts,Town,46.3979,-70.4872,380,278711,110919,83025,3.1,Pacific/Los_Angeles
664,East Misty,Jersey,OR,Oregon,City,37.5052,-75.3355,576,447742,213297,110420,0.11,Pacific/Los_Angeles
665,Woodardburgh,Slovakia (Slovak Republic),ME,Maine,Village,43.7243,-88.5516,234,290390,136709,123471,3.83,Pacific/Los_Angeles
666,Aguilarton,Luxembourg,AK,Alaska,Town,48.5519,-122.804,866,432683,162691,136552,3.3,Mountain/Denver
667,West Kayla,United States of America,PA,Pennsylvania,Hamlet,46.643,-105.7959,238,447992,199898,127456,4.16,Pacific/Los_Angeles
668,South Josephview,Myanmar,MA,Massachusetts,CDP,26.7254,-79.1202,966,254912,91485,40918,3.08,Mountain/Denver
669,North Patriciaview,Estonia,WI,Wisconsin,City,36.2526,-102.1895,506,131501,50873,111508,1.38,Pacific/Los_Angeles
670,North Angela,Norfolk Island,TX,Texas,Town,48.4106,-119.9457,957,342906,123903,24171,3.66,Pacific/Los_Angeles
671,Jennifermouth,Mongolia,ME,Maine,Hamlet,37.8803,-122.9172,831,411748,201857,80052,2.84,Central/Chicago
672,Meganchester,Guernsey,CA,California,Village,25.8345,-76.1509,492,492921,214482,101069,3.54,Pacific/Los_Angeles
673,North Daniel,Singapore,AL,Alabama,Village,28.6838,-117.8772,396,235768,96574,104283,1.98,Eastern/New_York
674,Amberhaven,Congo,NE,Nebraska,CDP,40.0178,-95.9219,562,183748,73608,146510,0.89,Central/Chicago
675,Edwardchester,Benin,HI,Hawaii,Village,35.9113,-119.084,687,281932,129855,117640,4.68,Mountain/Denver
676,Angelahaven,Northern Mariana Islands,NJ,New Jersey,City,35.3596,-86.7321,804,425512,192336,128836,4.15,Central/Chicago
677,Jimmychester,Saint Lucia,NM,New Mexico,Town,30.3397,-70.9647,409,449677,217392,54882,0.62,Central/Chicago
678,Davidberg,Saudi Arabia,UT,Utah,Village,42.7451,-119.6134,798,288904,96078,142734,4.5,Mountain/Denver
679,Johnton,Spain,NE,Nebraska,Village,42.7352,-121.9123,326,116647,38087,73866,0.24,Mountain/Denver
680,South Jacob,Australia,AK,Alaska,Hamlet,42.3161,-89.1521,213,408446,203780,92870,3.31,Central/Chicago
681,East Elizabethland,Congo,NV,Nevada,Town,46.4023,-104.2989,926,315170,121323,49659,2.73,Eastern/New_York
682,East Heather,Cayman Islands,MN,Minnesota,City,36.7503,-84.8605,447,374545,177777,111094,1.12,Central/Chicago
683,Nathanburgh,British Virgin Islands,CT,Connecticut,City,25.0434,-107.6936,871,457157,150791,65004,2.3,Central/Chicago
684,West Jackchester,Uzbekistan,NH,New Hampshire,Town,46.2554,-122.2164,328,128964,57559,138058,1.82,Mountain/Denver
685,Morrisonville,Belgium,NC,North Carolina,Hamlet,33.4199,-123.1361,665,278758,119601,29636,4.61,Eastern/New_York
686,New Hannah,Ireland,WI,Wisconsin,City,29.7412,-86.0834,495,408351,153721,132473,4.07,Eastern/New_York
687,West Davidstad,Eritrea,PA,Pennsylvania,CDP,47.0119,-92.6582,619,366932,111077,122378,0.71,Eastern/New_York
688,North Charlesfort,Cape Verde,NV,Nevada,Village,32.2821,-70.3095,766,19188,7717,89528,3.91,Central/Chicago
689,North Heatherfort,Malaysia,AK,Alaska,Hamlet,29.8831,-73.7379,589,75584,23367,31792,0.9,Pacific/Los_Angeles
690,Wattschester,Mayotte,OK,Oklahoma,Town,47.9075,-95.7563,533,113797,37128,78826,2.23,Eastern/New_York
691,New Jamesside,Australia,AK,Alaska,Village,48.9357,-76.3932,310,299827,106725,146169,0.8,Pacific/Los_Angeles
692,Jamesview,Qatar,VT,Vermont,Hamlet,42.7604,-84.5362,635,130387,49606,134204,1.23,Pacific/Los_Angeles
693,Beasleyborough,Iraq,WA,Washington,Town,32.297,-84.8348,346,140897,65815,94748,0.16,Eastern/New_York
694,New Christopher,Turks and Caicos Islands,VA,Virginia,Town,30.7537,-83.3232,248,231204,76822,132859,2.2,Central/Chicago
695,Fowlerberg,Kiribati,MI,Michigan,Village,39.1792,-107.8421,477,127019,38782,141285,2.87,Pacific/Los_Angeles
696,Natalieland,Western Sahara,RI,Rhode Island,City,33.0713,-91.7022,953,185009,81294,24342,1.63,Pacific/Los_Angeles
697,Lake Thomasmouth,Libyan Arab Jamahiriya,IN,Indiana,City,25.1591,-92.0965,961,302855,150459,63342,4.29,Eastern/New_York
698,Michelleton,Norway,WY,Wyoming,Town,46.5138,-70.7866,914,334653,131255,22684,2.28,Central/Chicago
699,New Susan,Grenada,IA,Iowa,Village,46.6416,-118.0089,792,307184,100307,53075,3.96,Eastern/New_York
700,New Franklinfurt,Guam,DC,District of Columbia,Village,28.4251,-99.0716,321,10498,3539,43556,3.82,Central/Chicago
701,East Matthew,Antarctica (the territory South of 60 deg S),MO,Missouri,Village,41.6655,-90.9147,987,467050,218571,60889,4.85,Eastern/New_York
702,Dennishaven,Pitcairn Islands,UT,Utah,Village,28.7045,-99.6581,972,4118,1609,72505,4.34,Eastern/New_York
703,North Lorettaburgh,Ghana,OK,Oklahoma,City,34.9911,-118.4789,452,455457,141023,118585,0.35,Central/Chicago
704,Raymondport,Bangladesh,MT,Montana,City,31.4262,-88.4533,368,348400,160190,56697,4.3,Pacific/Los_Angeles
705,West John,United States Virgin Islands,SD,South Dakota,CDP,44.6289,-99.4515,680,431004,211274,36529,3.09,Pacific/Los_Angeles
706,Georgeton,Palestinian Territory,SC,South Carolina,Village,33.9175,-103.2096,870,101328,35929,88174,3.36,Central/Chicago
707,Susanview,Saint Barthelemy,KS,Kansas,Village,47.029,-94.2917,276,51672,22093,111963,1.54,Eastern/New_York
708,Ianhaven,United States of America,NC,North Carolina,City,26.413,-92.2603,428,80148,34143,72087,2.08,Central/Chicago
709,West Paul,Cayman Islands,PA,Pennsylvania,City,39.697,-112.0532,458,187654,79741,100065,2.59,Pacific/Los_Angeles
710,East Veronica,Cocos (Keeling) Islands,ND,North Dakota,City,31.5623,-103.4496,572,135996,53148,86776,0.8,Mountain/Denver
711,Tiffanymouth,Pakistan,NH,New Hampshire,City,35.0346,-109.9457,802,295825,144722,39001,4.96,Pacific/Los_Angeles
712,Thompsonburgh,Cook Islands,NJ,New Jersey,Hamlet,48.8294,-79.4603,559,294628,96293,114575,3.72,Mountain/Denver
713,West Charles,Pakistan,DC,District of Columbia,City,27.5957,-92.9917,299,320799,137848,82588,2.72,Central/Chicago
714,Moranmouth,Guatemala,SC,South Carolina,City,41.1019,-96.3388,900,59710,19815,84153,2.03,Pacific/Los_Angeles
715,Jenniferbury,Colombia,WI,Wisconsin,CDP,36.5786,-92.7626,951,85874,39272,73748,1.19,Eastern/New_York
716,West Amberstad,Lithuania,WV,West Virginia,City,27.4717,-80.4864,633,139161,56320,89916,0.42,Eastern/New_York
717,North Donnashire,Western Sahara,KY,Kentucky,Town,44.2778,-83.8454,643,483015,153952,75281,1.05,Mountain/Denver
718,Port Katherineville,Nicaragua,AK,Alaska,Hamlet,44.479,-118.5213,494,388195,143569,149231,1.52,Eastern/New_York
719,West Samanthabury,Saint Martin,OR,Oregon,Village,41.0533,-93.802,396,200184,88439,75045,1.67,Pacific/Los_Angeles
720,Port Robert,Kuwait,ND,North Dakota,Village,34.0606,-106.6065,952,13099,4839,53761,2.54,Central/Chicago
721,North Jenniferchester,Portugal,NJ,New Jersey,Village,30.0129,-119.7144,379,182617,59466,35435,2.46,Central/Chicago
722,Hillside,Ukraine,DE,Delaware,CDP,28.5777,-89.596,831,170226,55869,72469,3.02,Central/Chicago
723,Brandonside,Bahrain,WY,Wyoming,City,41.3648,-68.9215,595,274528,120367,27122,2.25,Eastern/New_York
724,Bethanytown,Yemen,WV,West Virginia,CDP,27.8339,-114.241,247,467470,228189,37584,1.67,Mountain/Denver
725,East Justin,Marshall Islands,ID,Idaho,CDP,39.1551,-117.7335,216,151942,63909,107882,1.3,Pacific/Los_Angeles
726,Port Adam,Netherlands,DE,Delaware,Town,25.0506,-91.4207,500,147959,48729,25931,0.38,Mountain/Denver
727,Lake Christine,Thailand,CA,California,CDP,35.5651,-95.5225,793,135605,44680,23157,3.88,Central/Chicago
728,Curtisland,Central African Republic,KY,Kentucky,Town,31.2336,-117.3039,493,465887,196808,83663,3.88,Mountain/Denver
729,Lake Hannahburgh,Tokelau,IN,Indiana,Hamlet,30.9035,-76.7458,324,171574,78595,144066,4.65,Pacific/Los_Angeles
730,Port Sheenaburgh,Guam,NJ,New Jersey,City,25.4122,-106.6914,546,470632,207350,139938,4.69,Central/Chicago
731,Thomasmouth,Uzbekistan,AR,Arkansas,CDP,39.5979,-123.5874,958,156923,70294,63631,1.93,Eastern/New_York
732,Kristentown,Cook Islands,AR,Arkansas,Town,42.6831,-86.0432,685,134914,42134,108113,0.64,Pacific/Los_Angeles
733,South Robertshire,Samoa,CA,California,City,44.3403,-120.6957,579,340633,169393,70328,3.94,Eastern/New_York
734,Westland,Reunion,NM,New Mexico,Village,40.175,-73.4112,736,215822,103877,147242,1.21,Central/Chicago
735,Alyssachester,Zambia,VT,Vermont,Village,28.6637,-117.3544,505,489520,218581,30453,1.43,Mountain/Denver
736,East Jacobshire,Qatar,LA,Louisiana,Hamlet,27.8143,-115.2316,966,145728,69789,77022,0.33,Pacific/Los_Angeles
737,Edwardshire,Belarus,GA,Georgia,CDP,44.4936,-98.4121,703,437586,140380,116667,4.88,Eastern/New_York
738,East Samuelburgh,Aruba,NY,New York,Town,46.7948,-72.0135,430,101933,33930,145522,2.88,Mountain/Denver
739,South Michael,Timor-Leste,ND,North Dakota,Hamlet,28.4694,-111.7415,752,253282,122122,47744,2.2,Central/Chicago
740,Teresahaven,Lebanon,IN,Indiana,City,25.1998,-97.8213,545,259005,98655,89777,3.78,Pacific/Los_Angeles
741,Lovefurt,Andorra,MN,Minnesota,CDP,36.0828,-82.7765,602,97409,30590,106370,4.13,Central/Chicago
742,Lake Brian,Saint Pierre and Miquelon,DC,District of Columbia,City,36.3953,-102.8813,338,452157,213430,56311,2.18,Central/Chicago
743,West Rebecca,Cape Verde,CA,California,Town,35.1384,-118.3601,996,152755,51778,28416,3.46,Eastern/New_York
744,North Daniellechester,South Georgia and the South Sandwich Islands,WA,Washington,Town,26.4876,-94.0858,765,175624,79098,100863,4.97,Pacific/Los_Angeles
745,Baxterland,Ukraine,NY,New York,CDP,35.4096,-90.1268,769,464194,194502,119251,3.3,Mountain/Denver
746,Meaganmouth,Russian Federation,SC,South Carolina,City,26.7252,-86.8627,452,371742,112011,130919,3.35,Eastern/New_York
747,North Shelby,Hungary,VT,Vermont,City,31.5105,-104.7227,314,411792,176416,132301,4,Eastern/New_York
748,New Anthonytown,Switzerland,AZ,Arizona,City,40.6628,-102.0438,265,247319,116805,26066,3.18,Mountain/Denver
749,Rebeccaberg,Macao,OK,Oklahoma,City,40.8623,-106.4183,548,66256,22283,108186,1.77,Mountain/Denver
750,Leonstad,Japan,OK,Oklahoma,Hamlet,31.7353,-108.5304,562,273877,122799,41485,0.95,Pacific/Los_Angeles
751,Robertchester,Vanuatu,CO,Colorado,Town,29.6083,-106.7034,526,91283,32944,67411,0.17,Eastern/New_York
752,Port Danamouth,Mexico,MO,Missouri,Hamlet,29.1436,-113.676,842,283441,100472,68692,1.71,Central/Chicago
753,Fitzgeraldmouth,Somalia,NC,North Carolina,Town,42.6121,-106.6478,907,110612,46057,112511,2.97,Mountain/Denver
754,South Dennisborough,New Zealand,MN,Minnesota,Town,42.5723,-90.9425,802,389654,169966,134484,4.66,Eastern/New_York
755,Lake Danielle,Saint Barthelemy,AZ,Arizona,Hamlet,30.4647,-75.503,433,422600,159262,68633,1.88,Eastern/New_York
756,East Haleyton,Thailand,WY,Wyoming,Village,28.7706,-89.8005,960,143334,51917,88969,4.9,Eastern/New_York
757,Port Cameron,Georgia,OH,Ohio,CDP,28.4596,-120.9926,477,356908,120676,72277,3.76,Pacific/Los_Angeles
758,Vanessaport,Bulgaria,OK,Oklahoma,Hamlet,34.3659,-121.9742,234,473811,173277,123744,3.77,Eastern/New_York
759,South Shannon,Bahrain,MS,Mississippi,Hamlet,36.1408,-110.2152,296,11052,5260,37653,1.2,Central/Chicago
760,Port Dalefurt,Ecuador,AR,Arkansas,Hamlet,38.2726,-97.5468,435,446279,138056,119077,4.38,Central/Chicago
761,Hawkinsland,El Salvador,AZ,Arizona,Town,31.1824,-123.9197,392,389723,132890,37753,4.12,Pacific/Los_Angeles
762,West Kristenstad,Turkmenistan,IA,Iowa,CDP,35.1983,-78.0892,709,138559,65687,148404,2.83,Eastern/New_York
763,West Michael,Christmas Island,WV,West Virginia,CDP,42.35,-120.6041,243,273976,124562,63257,0.56,Pacific/Los_Angeles
764,Fergusonview,Aruba,MN,Minnesota,Village,28.9312,-67.8557,953,478104,204439,74781,2.93,Central/Chicago
765,Angelaburgh,Venezuela,NJ,New Jersey,Town,36.0365,-68.7667,750,395080,128621,68756,4.56,Mountain/Denver
766,Gonzalestown,Argentina,OR,Oregon,CDP,29.673,-118.627,533,60168,29586,129173,3.73,Pacific/Los_Angeles
767,New Georgeborough,Azerbaijan,ND,North Dakota,City,40.2715,-84.171,994,43853,18247,21848,0.78,Central/Chicago
768,Lake Erinside,Timor-Leste,ME,Maine,CDP,42.4262,-114.7344,668,88104,28463,120563,4.79,Mountain/Denver
769,Meganview,Belarus,NJ,New Jersey,Village,38.4716,-69.7629,766,93516,40209,128754,3.8,Mountain/Denver
770,Jonesfort,Greece,WV,West Virginia,City,29.5658,-120.8854,426,117851,40698,121006,0.66,Eastern/New_York
771,Benjaminhaven,Vietnam,MA,Massachusetts,Hamlet,29.8573,-81.6898,921,454288,137823,20085,0.44,Pacific/Los_Angeles
772,Nicholasfurt,Angola,NC,North Carolina,City,30.7813,-73.229,947,437595,164138,26912,4.2,Pacific/Los_Angeles
773,Port Timothy,Slovakia (Slovak Republic),MI,Michigan,City,36.599,-110.2926,251,32314,11474,90846,3.46,Eastern/New_York
774,Robertsport,United States Virgin Islands,AZ,Arizona,Village,38.7924,-115.5711,218,33452,11925,140961,4.45,Pacific/Los_Angeles
775,Herringside,Ethiopia,MD,Maryland,Hamlet,46.5921,-93.8859,872,37452,15336,91527,2.67,Pacific/Los_Angeles
776,Tammyland,Zimbabwe,MI,Michigan,City,39.5295,-88.1289,462,98975,37202,128417,2.18,Eastern/New_York
777,West Briana,United States Virgin Islands,ME,Maine,CDP,46.6912,-94.783,911,282310,108439,142801,0.78,Eastern/New_York
778,West Bethany,France,DC,District of Columbia,Town,38.4949,-98.966,672,366766,162222,112016,3.46,Central/Chicago
779,North Bobby,Sudan,MT,Montana,Town,30.4597,-110.177,212,453769,155309,72560,0.95,Central/Chicago
780,East Crystalborough,Romania,MO,Missouri,Hamlet,31.4847,-90.7278,392,27217,12240,65691,3.76,Eastern/New_York
781,Williamport,Mongolia,HI,Hawaii,Village,37.446,-122.503,834,295720,136705,37432,2.05,Pacific/Los_Angeles
782,North Rogerburgh,Anguilla,NC,North Carolina,CDP,28.1316,-77.8111,568,474997,146725,84476,2.26,Mountain/Denver
783,Monroechester,Liechtenstein,ND,North Dakota,Town,38.4481,-84.8467,303,314332,114747,76948,0.85,Pacific/Los_Angeles
784,Jonathanfurt,Saint Barthelemy,IN,Indiana,Hamlet,43.4094,-118.2802,629,406408,172946,126253,3.05,Central/Chicago
785,Andrewton,Saint Helena,LA,Louisiana,Town,32.3944,-118.1479,916,261088,113672,30627,2.03,Central/Chicago
786,Holmesside,Montserrat,VA,Virginia,City,38.3968,-99.32,864,5045,2229,125934,3.9,Central/Chicago
787,Lake Timothy,Comoros,OH,Ohio,Village,45.3476,-88.8154,214,80495,38710,65151,2.87,Central/Chicago
788,East Adamshire,Paraguay,NM,New Mexico,CDP,35.9848,-123.6476,298,432070,136387,26039,0.73,Central/Chicago
789,Whitakerborough,Montenegro,MT,Montana,Village,36.0339,-101.3786,455,280893,110506,89937,3.29,Mountain/Denver
790,Jasonland,Norfolk Island,ME,Maine,CDP,30.1983,-95.5189,217,132762,42400,108571,2.07,Pacific/Los_Angeles
791,Robbinston,Equatorial Guinea,GA,Georgia,Hamlet,45.0486,-94.4272,866,137152,52867,100081,1.04,Eastern/New_York
792,North Kevinside,Eritrea,MA,Massachusetts,CDP,36.4572,-95.4777,643,59194,23596,137578,3.98,Eastern/New_York
793,Port Matthewport,Benin,TX,Texas,Town,41.4805,-99.7284,683,422205,188991,71187,1.45,Central/Chicago
794,Dixonfurt,Mayotte,WY,Wyoming,Town,44.7737,-124.1706,454,209442,79088,133990,2.2,Mountain/Denver
795,Josephton,Vietnam,PR,Puerto Rico,City,42.9857,-107.0184,996,278612,130282,56515,0.87,Mountain/Denver
796,Charlesmouth,Lao People's Democratic Republic,AL,Alabama,Village,30.4493,-86.7283,617,259015,129369,47254,4.97,Pacific/Los_Angeles
797,New Tara,Mozambique,WV,West Virginia,City,47.1328,-98.9142,562,496447,208935,48308,2.39,Pacific/Los_Angeles
798,South Jordanshire,Singapore,NV,Nevada,Town,41.6731,-111.6159,744,292693,108685,57695,4.48,Central/Chicago
799,West Williambury,Tunisia,IA,Iowa,Hamlet,41.3354,-112.0115,662,197929,64992,77644,4.42,Eastern/New_York
800,North Victoria,Romania,AZ,Arizona,City,35.4053,-103.744,283,140749,42835,86734,1.29,Mountain/Denver
801,South Lisa,Norfolk Island,FL,Florida,City,32.1714,-70.8922,445,415494,164203,29714,1.13,Mountain/Denver
802,South Lisatown,Puerto Rico,AZ,Arizona,CDP,31.5921,-80.7602,460,12614,5696,134989,3.28,Eastern/New_York
803,Jacobborough,Saint Pierre and Miquelon,OR,Oregon,Town,32.8233,-86.4078,942,455406,186525,60093,3.64,Eastern/New_York
804,South Timothystad,Seychelles,LA,Louisiana,CDP,41.8907,-120.0854,711,400342,131716,30983,0.77,Mountain/Denver
805,Lake Zacharymouth,Venezuela,SC,South Carolina,CDP,43.815,-100.1828,702,150148,67874,70354,3.85,Pacific/Los_Angeles
806,Port Angelaside,Dominica,HI,Hawaii,CDP,39.7152,-90.5815,527,453086,162384,147615,1.77,Pacific/Los_Angeles
807,Lake Sean,Lao People's Democratic Republic,NM,New Mexico,CDP,37.5898,-100.9412,613,64153,21438,143370,3.2,Eastern/New_York
808,Ashleystad,Bahamas,NM,New Mexico,Hamlet,40.0979,-104.403,281,390954,178621,84390,0.9,Pacific/Los_Angeles
809,Fergusonstad,Moldova,PR,Puerto Rico,Village,34.0031,-100.3033,267,19221,8835,89263,3.45,Pacific/Los_Angeles
810,Stephenland,Tanzania,IL,Illinois,City,43.5328,-69.6572,894,136538,44529,39555,4.47,Eastern/New_York
811,Jonesburgh,Libyan Arab Jamahiriya,GA,Georgia,Town,47.7425,-81.1739,948,119031,46730,32591,1.99,Pacific/Los_Angeles
812,Deleonland,Nicaragua,KY,Kentucky,Town,25.9721,-99.1103,441,421731,176394,23021,3.81,Central/Chicago
813,Gonzalesburgh,Sri Lanka,CO,Colorado,Village,33.3143,-67.2351,782,466404,200079,26323,2.84,Central/Chicago
814,Cynthiafort,Ecuador,DE,Delaware,Town,42.6566,-73.0483,532,86503,36003,86283,2.62,Central/Chicago
815,Josephfurt,Estonia,HI,Hawaii,Hamlet,27.8654,-79.1217,465,474804,172800,107161,2.47,Eastern/New_York
816,Aguilarview,Jamaica,TX,Texas,City,44.3687,-97.3031,923,359562,155989,75163,1.13,Pacific/Los_Angeles
817,North Melissa,Congo,SC,South Carolina,CDP,34.3021,-84.5613,854,372875,118927,60341,3.39,Mountain/Denver
818,West Erik,Bahrain,MS,Mississippi,City,44.7283,-86.9921,934,175055,67839,38768,2.73,Mountain/Denver
819,Lake Williamtown,Greece,KS,Kansas,Town,43.7314,-110.7676,557,481835,218555,117922,3.03,Pacific/Los_Angeles
820,West Don,Eritrea,AZ,Arizona,City,44.6475,-98.2581,344,125606,37731,61533,3.84,Pacific/Los_Angeles
821,South Traciside,Sierra Leone,DE,Delaware,Town,27.9694,-97.6312,875,206680,93793,105674,3,Pacific/Los_Angeles
822,Lake Jason,Falkland Islands (Malvinas),CT,Connecticut,Hamlet,37.8544,-115.6849,872,469401,201297,77250,3.92,Central/Chicago
823,Larryfort,Mongolia,IN,Indiana,Hamlet,38.1611,-120.9444,247,166413,64233,107283,1.83,Eastern/New_York
824,New Justinberg,Northern Mariana Islands,WV,West Virginia,City,46.7936,-118.7111,752,414494,141185,129370,3.97,Mountain/Denver
825,East Grantburgh,Estonia,MI,Michigan,Village,47.5207,-124.8682,777,351438,136559,66121,0.75,Pacific/Los_Angeles
826,Kimland,Gabon,AK,Alaska,Hamlet,45.4557,-117.8301,758,395252,147401,118581,2.37,Pacific/Los_Angeles
827,Thompsonstad,Seychelles,CO,Colorado,Village,29.9538,-99.6057,609,456613,149452,83264,3.68,Eastern/New_York
828,West Oscarbury,Malaysia,VA,Virginia,CDP,44.7444,-100.8,871,385859,141498,118246,2.48,Mountain/Denver
829,Port Cindy,United States of America,MT,Montana,CDP,38.6695,-91.4949,637,424324,153313,28915,1.79,Mountain/Denver
830,Sharpville,Belarus,WI,Wisconsin,City,40.9094,-122.5667,785,338007,149590,148587,4.21,Pacific/Los_Angeles
831,North Leslie,Gibraltar,WA,Washington,Hamlet,31.8097,-103.2173,699,225241,87962,133297,2.65,Eastern/New_York
832,West Charles,United Arab Emirates,WY,Wyoming,Town,37.9945,-105.9562,702,498293,245912,56359,3.04,Central/Chicago
833,Ricardoton,Uruguay,SC,South Carolina,City,35.9683,-82.889,249,6469,2493,77795,0.6,Pacific/Los_Angeles
834,Williamchester,Solomon Islands,MT,Montana,CDP,35.3111,-93.1316,705,316125,137649,111740,3.64,Mountain/Denver
835,Daleville,Bolivia,IL,Illinois,Village,31.8046,-95.1027,315,63623,23798,90408,4.78,Pacific/Los_Angeles
836,Port Tiffany,Vanuatu,RI,Rhode Island,Village,35.8511,-75.4247,884,367815,154517,91916,4.34,Mountain/Denver
837,Jonestown,Guadeloupe,AK,Alaska,Town,30.3835,-121.4557,622,57576,22468,41340,1.44,Eastern/New_York
838,North Matthew,Jamaica,PR,Puerto Rico,Village,27.6795,-85.0712,992,95984,30509,34119,3.48,Eastern/New_York
839,North Robert,Mongolia,CT,Connecticut,Town,37.2436,-114.5756,888,403207,141704,114156,3.23,Eastern/New_York
840,West Vincentside,Myanmar,AR,Arkansas,CDP,43.2175,-85.7163,293,392772,193569,78237,1.2,Pacific/Los_Angeles
841,Montgomerytown,Micronesia,CO,Colorado,CDP,34.8784,-84.3972,351,487960,169824,143632,4.92,Pacific/Los_Angeles
842,West Douglas,French Guiana,PA,Pennsylvania,CDP,45.1343,-103.6788,598,171371,67200,27421,3.31,Mountain/Denver
843,Joshuahaven,Vanuatu,NJ,New Jersey,CDP,25.129,-110.9628,810,460814,168636,136274,3.56,Mountain/Denver
844,North Walterton,Pakistan,VA,Virginia,Village,41.0086,-112.9929,380,375175,118487,29821,1.56,Eastern/New_York
845,Port Amandaville,Mayotte,HI,Hawaii,Village,25.6934,-117.4211,850,19614,6731,111134,3.4,Pacific/Los_Angeles
846,Jenniferberg,Bermuda,AZ,Arizona,Village,35.2581,-93.6091,344,212514,66456,46030,2.44,Mountain/Denver
847,North Maria,Kenya,MI,Michigan,Town,38.4063,-110.6804,805,154381,59545,49138,4.16,Central/Chicago
848,Hughestown,Christmas Island,SD,South Dakota,CDP,37.8332,-91.666,921,31882,11838,47527,4.88,Eastern/New_York
849,Johnstad,Bolivia,KY,Kentucky,CDP,34.2516,-121.753,333,172178,59102,66232,3.67,Eastern/New_York
850,Lake Kara,Palestinian Territory,TN,Tennessee,CDP,31.7489,-101.0438,536,197429,83412,102386,1.54,Central/Chicago
851,New Michael,Hong Kong,NC,North Carolina,Hamlet,27.0942,-79.7575,844,66683,30410,109322,3.17,Mountain/Denver
852,Davidport,Serbia,HI,Hawaii,Hamlet,31.2141,-103.805,764,314351,130007,61695,3.02,Pacific/Los_Angeles
853,Frederickport,Greenland,UT,Utah,Village,40.8552,-123.7081,580,250687,100006,57385,3.55,Eastern/New_York
854,West Alicia,Norfolk Island,AR,Arkansas,CDP,34.4603,-70.7658,503,482532,151448,62451,1.17,Pacific/Los_Angeles
855,Lake Jeffery,Antarctica (the territory South of 60 deg S),DC,District of Columbia,Town,37.1402,-105.9316,214,102881,38145,46977,1.14,Central/Chicago
856,Steeleborough,Equatorial Guinea,NH,New Hampshire,Town,40.4548,-124.1097,344,344547,109695,30968,0.43,Eastern/New_York
857,Figueroaland,South Georgia and the South Sandwich Islands,MD,Maryland,CDP,35.9777,-72.6855,941,81654,34925,61950,1.66,Mountain/Denver
858,New Bobport,United States Virgin Islands,UT,Utah,Town,48.8651,-83.6721,721,481764,166494,63079,3.29,Mountain/Denver
859,Lake Josephstad,Swaziland,HI,Hawaii,Town,36.8605,-67.5703,334,433056,130182,52785,4.02,Eastern/New_York
860,Kingville,Barbados,OH,Ohio,Town,46.1329,-95.1877,613,35048,10705,84180,0.85,Eastern/New_York
861,Deanmouth,China,TN,Tennessee,CDP,46.6981,-90.0449,838,248405,84618,104484,3.77,Central/Chicago
862,Burnsstad,Canada,ME,Maine,CDP,35.2939,-119.1728,740,289849,87630,31609,1.1,Central/Chicago
863,West Frank,Japan,VT,Vermont,Hamlet,36.8838,-107.7976,307,233411,84155,39833,4.17,Pacific/Los_Angeles
864,North Alyssamouth,Reunion,NH,New Hampshire,City,40.2002,-102.8297,772,311369,111508,50450,0.84,Central/Chicago
865,Port Denisefurt,South Georgia and the South Sandwich Islands,SD,South Dakota,Town,27.8569,-71.161,367,206562,84903,85284,4.98,Pacific/Los_Angeles
866,West Stephanie,Algeria,NM,New Mexico,Hamlet,37.178,-94.9654,849,183017,81244,110376,0.67,Pacific/Los_Angeles
867,Jessicafurt,Solomon Islands,DC,District of Columbia,Town,25.8341,-111.91,837,385684,151189,134921,0.85,Central/Chicago
868,North Michael,Yemen,RI,Rhode Island,CDP,40.075,-69.7267,983,344377,104011,21413,2.32,Eastern/New_York
869,Cainville,Nigeria,MD,Maryland,Town,35.045,-83.6066,582,220458,105175,46116,4.94,Mountain/Denver
870,Carlbury,Guinea,SD,South Dakota,Hamlet,48.8098,-95.9592,666,67707,20757,139848,1.02,Central/Chicago
871,Katherineshire,Martinique,NV,Nevada,CDP,37.3669,-103.5478,228,231648,75858,21888,2.35,Mountain/Denver
872,Shepherdview,Paraguay,AR,Arkansas,Town,33.436,-107.7919,276,406487,128625,129236,2.49,Eastern/New_York
873,New Jakebury,Christmas Island,IL,Illinois,Village,41.8601,-110.7276,395,346533,126087,123506,1.08,Central/Chicago
874,Solomonburgh,Nepal,NV,Nevada,CDP,41.0889,-123.8975,922,35487,13867,29958,2.05,Mountain/Denver
875,North Harold,El Salvador,NY,New York,Village,39.216,-78.9449,223,334631,106189,90287,4.89,Eastern/New_York
876,Lake John,Iraq,TN,Tennessee,Town,42.7201,-67.3067,452,487891,218705,76368,0.82,Eastern/New_York
877,Wigginsview,Romania,IA,Iowa,Town,40.1478,-87.331,577,192495,87300,108408,0.2,Pacific/Los_Angeles
878,Mooreshire,Dominican Republic,NE,Nebraska,City,32.497,-101.466,805,308697,141521,75881,0.6,Central/Chicago
